pdpass,dateIncorporated,fileNumber,assignee1,assignee2,assignee3,assignee4,assignee5
12571918,12/19/07,4448314,STARFIRE SYSTEMS INC,,,,
12820305,,,VICURON PHARMACEUTICALS INC,,,,
12593338,4/5/13,C3563864,AIRBIQUITY INC,,,,
12814809,,,SURGIVISION INC,SURGI VISION INC,,,
12008498,10/25/67,665821,KERRMCGEE CHEMICAL LLC,,,,
12197944,,,ENHANCED MESSAGING SYSTEMS INC,,,,
13237053,,,VERIGG IPCO,,,,
12518372,11/23/98,2970148,SIEMENS TECHNOLOGYTOBUSINESS CENTER LLC,,,,
10984443,,,SIEMENSBENDIX AUTOMOTIVE ELECTRONICS LP,,,,
11193509,1/18/94,2370309,TEXACO CHEMICAL COMPANY,,,,
13194283,5/13/04,3802982,INNOPHOS INC,INNOPHOSINC,,,
11337703,9/20/77,843631,SPORTS LICENSING INC,,,,
12045902,,,ZEFV LIPKES,,,,
12744120,,,BERNAFON INC,,,,
10892837,,,GE SOLID STATE PATENTS INC,,,,
11199013,1/22/81,906810,BIOMATRIX INC,,,,
12330912,,,PECHINERY EMBALLAGE FLEXIBLE EUROPE,PECHENEY EMBALLAGE FLEXIBLE EUROPE,,,
11909984,,,CENTER SPOT INC,,,,
11720856,,,BIONEBRASKA INC,,,,
12092332,,,STEELCASE DEVELOPMENTS INC,STEELCASE DEVELOPMENT INC,STEELCASE DEVELOPEMENT INC,STEELCASE DEVELOPMENT CORPORATION,
11718090,12/21/94,2465124,MEDAES INC,,,,
10721153,6/18/81,916646,BIOTECHNICA INTERNATIONAL INC,,,,
13233207,,,ICUITI CORPORATION,,,,
12746423,3/15/94,2385883,RECHARGEABLE BATTERY CORPORATION,,,,
10724641,,,LORAL ELECTROOPTICAL SYSTEMS INC,,,,
12952920,11/5/01,C2275027,NANOSOLAR INC,,,,
11844105,,,INNOVATIVE BIOSYSTEMS INC,,,,
11495371,,,DANEK GROUP INC,,,,
11705616,,,VERSICOR INC,,,,
12273063,2/15/02,3497547,GN RESOUND AS,,,,
11135479,,,INTERUNIVERSITAR MICROELEKTRONICA CENTRUM,INTERUNIVERSITAIR MICORELEKTRONICA CENTRUM,INTERUNIVERSITAIR MICROELEKTRONICA CENTRUM IMEC VZW,INTERUNIVERSITAIRE MICROELEKTRONICA,INTERUNIVERSITAIR MICROELECKTRONICA CENTRUM
12782883,,,ACAMBIS INC,,,,
12431850,,,THINK OUTSIDE INC,,,,
12132682,,,CFMT INC,,,,
11413848,6/22/90,2234066,SENSITECH INC,,,,
11622644,4/8/83,C1139096,LABAC SYSTEMS INC,,,,
12536720,,,CELLULAR PROCESS CHEMISTRY INC,,,,
11751979,,,GEL SCIENCES INC,,,,
13157377,,,ANA SEMICONDUCTOR,,,,
11507492,,,OSAKA SANSO KOGYO LTD,,,,
12598394,,,OSE USA,,,,
23161797,7/20/12,5142729,ALTIS SEMICONDUCTOR SNC,ALTIS SEMICONDUCTOR,,,
12811219,11/2/06,4245147,TENSORCOM INC,TENSORCOMM INC,TENSOR COMM INC,,
13243023,6/14/00,3227707,SIGNAL INTEGRITY SOFTWARE INC,,,,
12542276,4/7/97,C2006900,ASSURE SYSTEMS INC,,,,
12311169,,,AESGAN INC,AESGEN INC,AESQEN INC,,
13107551,,,PROTEUS BIOMEDICAL INC,,,,
13216486,9/25/80,899849,PRECISION OPTICS CORPORATION INC,PRECISION OPTICS CORPORATION,,,
13201963,,,SERONO GENETICA INSTITUTE SA,,,,
11436989,,,AUDIO PRECISION,AUDIO PRECISION INC,,,
13245420,,,CLEVELAND OHIO,,,,
11464259,,,MONSANTO ENVIROCHEM SYSTEMS INC,,,,
13249552,10/11/06,C2931230,RADEUM INC,,,,
12854082,11/3/03,3702428,EXAVIO INC,,,,
13078056,,,COVEGA INC,,,,
11497542,8/27/90,2239681,AUTOMEDX INC,AUTOMED INC,,,
11091617,12/18/81,928645,SEACO INC,,,,
11036071,7/7/38,1003408,BRIDGESTONEFIRESTONE INC,BRIDGESTONEFIRSTONE INC,,,
11821779,3/23/00,3199439,FUNK SOFTWARE INC,,,,
12202681,,,APS TECHNOLOGY INC,,,,
13228893,3/5/03,3632144,ENDOCYTE INC,,,,
11963845,,,DW WALLCOVERING INC,,,,
10976208,4/1/86,C1190667,YELLOWSTONE DIAGNOSTICS CORPORATION,,,,
11128935,,,CALCOMP GROUP SANDERS ASSOCIATES INC,,,,
12391080,4/2/69,C0566372,YATES FOLL USA INC,YATES FOIL USA INC,,,
13044501,,,NEUROSPACE INC,,,,
12490673,,,WATSON COGENERATION COMPANY,,,,
11281949,6/7/91,2265280,EMHART GLASS MACHINERY INVESTMENTS INC,,,,
13176076,,,VIVATONE HEARING SYSTEMS LLC,,,,
11725125,,,DNX BIOTHERAPEUTICS,,,,
12698953,1/10/00,3145859,PHOGENIX IMAGING LLC,,,,
11108793,11/3/97,2814538,FLOS SPA,,,,
12640673,,,INDEEMDCOM INC,,,,
13093316,,,XM SATTELLITE RADIO INC,,,,
13147488,10/31/05,4053163,OPEN INVENTION NETWORK LLC,OPEN INVENTION NETWORK,,,
12994612,,,AUDIO ALERT LLC,,,,
12003813,12/22/95,2575055,ADVANCED MATERIALS GROUP INC,ADVANCED MATERIALS PRODUCTS INC,,,
13241812,10/20/00,3304494,MIKRO SYSTEMS INC,,,,
11166282,1/3/97,2702630,LEOCOR INC,,,,
12825575,,,SPORTING INNOVATIONS GROUP LLC,,,,
10979730,8/21/86,2099453,SIEMENS TRANSMISSION SYSTEMS INC,,,,
11631170,12/16/91,2281856,OGDEN PROJECTS INC,,,,
12989533,,,FULLER BROS LOCK INC,,,,
12720396,2/10/93,2325582,GLENN SPRINGS HOLDINGS INC,,,,
10043254,10/14/68,1011404,BECKMAN INSTRUMENTS INC,SMITHKLINE BECKMAN CORPORATION,,,
11593430,9/18/95,2543561,KENT DISPLAY SYSTEMS INC,KENT DISPLAYS INC,KENT DISPLAYS INCORPORATED,,
12734033,,,SUGATSUANE KOGYO CO LTD,SUGATSUNE KOGYO CO LTD,SUGATSUN KOGYO CO LTD,,
12785728,,,STRYKER ENDOSCOPY,,,,
11896898,11/29/00,C2279469,FIBERZONE INC,FIBERON INC,,,
11207152,10/10/02,3578548,MIACOM INC,,,,
11752360,,,JAPAN CORN STARCH CO LTD,JAPAN CORN STARCH CO INC,,,
11502060,,,TOKO AMERICA INC,,,,
12371270,,,GEORGIA COMPOSITES,,,,
12309483,,,ACCORD S E G,,,,
13237990,6/19/96,2635776,MICRUS ENDOVASCULAR CORPORATION,,,,
11625521,5/11/94,C1871858,BORREGO ANALYTICAL INC,,,,
12774220,,,MICHIGAN AEROSPACE CORPORATION,MICHIGAN AEROSPACE CORP,,,
12619051,,,SHINESTAR LLC,,,,
11836713,1/11/88,C1604115,QUADLUX INC,,,,
12571223,,,HOLLAND USA INC,,,,
11409504,11/15/95,2560854,SYNTELLECT ACQUISITION CORPORATION,,,,
11419115,2/15/89,C1633873,COCENSYS INC,,,,
12426095,6/10/94,2410455,SOFCO LP,,,,
13150880,5/10/11,4980097,SC SOLUTIONS INC,SC SOLUTIONS,,,
13001545,4/6/84,2032425,MICRON TECHNLOLOGY INC,,,,
11056061,,,ORONZIO DE NORA PERMELEC SPA,,,,
11527774,3/24/92,2292137,ISP VAN DYK INC,,,,
12739459,,,CELIO SEMICONDUCTOR CORPORATION,CELIS SEMICONDUCTOR CORP,CELIS SEMICONDUCTOR CORPORATION,,
12387789,10/25/96,2677181,BIOMARIN PHARMACEUTICAL INC,,,,
11643822,,,HELIX SOFTWARE CO,,,,
12566711,3/20/00,3197611,AFN LLC,,,,
12667517,3/8/74,799442,TELTRONICS INC,,,,
12511426,9/28/00,3294667,ASML US INC,,,,
11349220,2/25/92,2289121,RTS ELECTRONICS INC,,,,
12700322,,,MURPHY POWER IGNITION,,,,
12699701,10/6/99,C2047302,CLARITY BIOSCIENCES INC,,,,
12846669,,,PHARMEXA AS,PHARMEXA INC,,,
13224092,5/2/03,3653781,SOVERAIN SOFTWARE LLC,,,,
12006857,5/26/88,2162081,ULTRATHERM INC,,,,
11577228,,,DIFFERENTIAL CORRECTIONS INC,,,,
11611980,,,LEAPFROG RBT LLC,,,,
12325897,,,GORDON HELM,,,,
12501311,8/15/01,3426260,TINNERMAN PALNUT ENGINEERED PRODUCTS LLC,,,,
12021314,,,WET AUTOMOTIVE SYSTEMS AC,WET AUTOMOTIVE SYSTEMS AG,WET AUTOMOTIVE SYSTEM AG,,
12063446,,,STEEPLECHASE SOFTWARE INC,,,,
12431035,9/2/99,C2174985,KENNAMETAL PC INC,,,,
12708294,2/27/97,2722990,GENERAL PHOSPHORIX LLC,,,,
10881500,8/25/75,1014091,EMHART ENTERPRISES CORP,,,,
11017298,3/9/84,2030083,USBI CO,USBI,,,
12052657,3/31/97,2734478,THERMOMICOROSRESCOPER CORP,THERMO MICROSCOPES CORP,,,
11790671,6/25/93,C1860720,MICRO INTERVENTIONAL SYSTEMS INC,MICRO INTERVENTIONAL SYSTEMS,,,
11116860,7/26/88,2167682,HOLCROFT INC,,,,
13172984,1/21/00,3163359,NOVARRA INC,,,,
12654678,,,EMERGING PLAYTHINGS INC,,,,
12064472,,,ADVANCED TRANSPORTATION PRODUCTS INC,,,,
11247261,,,FLORIDA ORTHOPEDICS INC,FLA ORTHOPEDICS INC,,,
10689386,3/20/02,3503342,INERTIA DYNAMICS CORP,,,,
11706563,5/2/97,2718399,PMC SIERRA LTD,CSIERRA INC,PMCSIERRA LTD,PMC SIERRA INC,PMCSIERRS INC
12664526,,,ACCELERATED LOG BUILDING INC,,,,
12465209,,,CAPRICORN PHARMA INC,,,,
11555088,8/31/01,3431968,CONSTAR INC,CONSTAR PLASTICS INC,,,
12630653,,,PICOJET INC,,,,
11848875,1/3/97,C1998109,SIMPOD INC,,,,
12375827,,,ALTA VISTA COMPANY,ALTAVISTA COMPANY,,,
10970616,,,MARYLAND,,,,
13085700,,,NOKIS CORPORATION,NOKIA CORPORIATION,NOKIA CORPORATION,NOKIA CORPORATIION,NOKIA CORPORATOIN
11893875,8/5/93,C1829989,CARDINAL SOUND LABS INC,,,,
13099258,3/26/96,2606609,IMATION CCORP,,,,
12603917,2/4/26,196024,WYETH FIVE GIRALDA FARMS,WYETH LLC,WYETH,,
12369716,8/5/05,4004953,MACROPORE INC,,,,
10651783,6/30/97,C1987137,PLASTIC SYSTEMS INC,,,,
12196669,3/7/85,2056498,GKN WESTLAND AEROSPACE INC,,,,
12674425,,,JACK L ARONOWITZ,,,,
11158622,,,STOCKHAM VALVES FITTINGS INC,,,,
12107728,,,INSTITUTE OF MICROELECTRONICS,INSTITUTE OF MICOELECTRONICS,INSTITUE OF MICROELECTRONICS,,
13231791,8/30/11,5031626,REDZONE ROBOTICS INC,,,,
12460809,4/23/02,3519348,METAL MATRIX CAST COMPOSITES INC,,,,
11972370,5/31/84,2036652,OIS OPTICAL IMAGAING SYSTEMS INC,OIS OPTICAL IMAGING SYSTEMS INC,OIS OPTICAL IMAGING SYTEMS INC,,
13187348,1/2/13,5268679,A123 SYSTEMS INC,,,,
13136020,,,ANTIQUE BOOKS INC,,,,
11024715,,,NAWSIR INC,,,,
13220226,12/9/02,3599770,PASSPORT SYSTEMS INC,,,,
12089257,,,MIDAS REX LP,,,,
11352458,4/14/89,2193424,SYMEX CORP,,,,
10762117,,,INGERSOLL MILLING MACHINE COMPANY,,,,
12665012,,,ZARAGOZAZARAGOZA INC,,,,
12047892,6/12/96,2626212,MICROMED TECHNOLOGY INC,,,,
11397549,,,ENDOCARDIAL THERAPEUTICS INC,,,,
11251360,,,THE BIOMEMBRANE INSTITUTE,BIOMEMBRANE INSTITUTE,,,
13068313,10/21/04,3867809,H THREE INC,,,,
12505123,,,TELEVIGATION INC,,,,
12071686,12/22/03,3744465,MSD STAMPING INC,,,,
13170151,,,IOSTAR CORPORATION,,,,
12345364,,,INTERNATIONAL FLORA TECHNOLOGIES LTD,,,,
11540739,3/15/05,3940131,BECK SYSTEMS INC,,,,
11631687,,,CATHETER IMAGING SYSTEMS,CATHETER IMAGING SYSTEMS INC,,,
12191860,,,PAGEMASTERS INC,,,,
12226775,7/11/97,2772302,HORIZON PHOTONICS LLC,,,,
12485024,12/7/00,3326536,SS8 NETWORKS INC,,,,
11119400,12/8/88,2180571,ENZYTECH INC,,,,
11895749,10/19/90,C1570649,THE SCRIPPS RESEARCH INSTITUTE,SCRIPPS RESEARCH INSTITUTE,,,
11730788,4/26/96,2618145,IMAGYN MEDICAL INC,,,,
12940959,,,HOWMEDICA OSTENICS CORP,,,,
12891275,,,ROBERTSON WORLDWIDE INC,,,,
12867714,3/9/01,3366714,ARMKEL LLC,,,,
12553056,11/27/01,3460825,FACET TECHNOLOGY CORP,,,,
11462028,,,FENWAL SAFETY SYSTEMS INC,,,,
12703118,5/4/00,3222358,PICOLITER INC,,,,
12489291,11/21/01,3459626,SIRF TECHNOLOGY HOLDINGS INC,SIRF TECHNOLOGY INC,,,
12220814,,,NATURES ONE INC,,,,
12484683,8/18/95,2533060,ELANTEC SEMICONDUCTOR INC,,,,
12234956,,,HYDROAIRE DIV OF CRANE COMPANY,,,,
12909656,12/13/06,C2937915,KUSTOM SIGNALS INC,,,,
11870443,4/20/92,2295030,LXR BIOTECHNOLOGY INC,,,,
10810490,,,ANGIO MEDICAL CORPORATION,,,,
13189538,,,QUICKTUM DESIGN SYSTEMS INC,,,,
13187661,,,CERNOFINA LLC,,,,
11923278,,,FUTURE SYSEMS INC,FUTURE SYSTEMS INC,,,
11009476,8/19/99,3085420,FLOTEC INC,,,,
11988553,,,INFINITY INC,,,,
12058744,,,APPLIED CARBO CHEMICALS INC,APPLIED CARBOCHEMICALS,APPLIED CARBOCHEMICALS INC,,
11605046,11/3/99,3120777,MARLOW INDUSTRIES INC,,,,
13214740,11/24/93,2360907,FONTAINE INTERNATIONAL,,,,
12325423,3/7/07,4313308,BOREALIS TECHNOLGY OY,BOREALIS TECHNOLOGY OY,BOREALIS TECHNOLOGY,,
10783058,,,COSTAR CORPORATION,,,,
11613479,,,DENNIS GARBERG ASSOCIATES INC,,,,
11447622,6/6/95,2500893,ACCOM INC,,,,
10789204,,,CAMBRIDGE BIOSCIENCE CORPORATION,,,,
11938927,,,WEBTV NEWTORKS INC,WEBTV NETWORKS,WEBTV NETWORKS INC,,
12269359,4/14/83,2006763,PLANNER SYSTEMS INC,PLANAR SYSTEMS INC,,,
11013159,10/1/85,2072304,HITACHI MEDICAL CORP,HITACHI MEDIAL CORP,,,
13102682,7/6/76,C0773418,HACH ULTRA ANALYTICS INC,,,,
12232155,6/11/73,792160,METAL CONTAINER CORPORATION,,,,
12753079,2/28/00,C2220746,FRESHGENE INC,,,,
12593959,,,BENCHMARK TAPE SYSTEMS CORPORATION,,,,
11566695,,,TULSA FORTE PHARMACY ENTERPRISES INC,,,,
11964668,2/23/96,2595679,OBJECT TECHNOLOGY LICENSING CORP,OBJECT TECHNOLOGY LICENSING CORPORATION,,,
10067795,9/26/89,2208756,MURATA MACHINERY LTD,MURATA KAKAI KABUSHIKI KAISHA,MURATA KIKAI KABUSHIKI KAISHA,MURATA KIKAI KABUSHIKI,MURATA KIKAI KABUSHKIKI KAISHI
12190114,,,STRYKER HOWMEDICA OSTEONICS CORP,,,,
12267095,11/9/82,947797,GENERAL DYNAMICS GOVERNMENT SYSTEMS CORPORATION,,,,
11335979,,,ANGEION CORPORATION,ANGEION CORP,,,
11992486,11/18/10,4900727,CHANNEL MASTER LLC,,,,
11861618,9/12/83,2016707,BELL ATLANTIC MOBILE SYSTEMS INC,,,,
12521464,5/12/00,3228114,FASTVDO LLC,,,,
11833961,4/25/89,2194526,PREMARK RWP HOLDINGS INC,PREMARK RWP HOLDINGS,,,
10648207,10/7/94,2441865,MENTOR O O INC,,,,
13034265,11/16/01,3458044,KEYEYE,,,,
12398257,,,STEROTAXIS INC,,,,
12068245,9/6/94,C1835421,ENCAPCO,,,,
13056834,10/26/00,3306071,WILAN INC,,,,
11029399,,,UNION CARBIDE INDUSTRIAL GASES TECHNOLOGY CORPORATION,,,,
13011411,1/27/99,2996724,POLYFUEL INC,,,,
12970808,4/29/04,3796146,ADAPTIX INC,,,,
12473490,3/10/92,C1816911,MACROMEDIA INC,,,,
10776649,4/9/85,C1336485,COMPACT SPINDLE BEARING CORP,,,,
12648479,,,XCYTE THERAPIES INC,,,,
13196795,,,ACTIVE STEERING LLC,,,,
12651321,,,CENTERPULSE ORTHOPEDIC INC,CENTERPULSE ORTHOPEDICS INC,,,
12603572,5/12/93,2336165,M CUBED TECHNOLOGIES INC,,,,
12171447,1/1/94,2363821,INTEGRA LIFESCINECES I LTD,INTEGRA LIFESCIENCES I LTD,INTEGRA LIFESCIENCES LTD,,
11983968,,,AW COMPUTER SYSTEMS INC,,,,
11938878,,,HONEYWELL CONSUMER PRODUCTS INC,,,,
11513381,,,INNOVES INC,,,,
13169308,8/26/02,3558458,FRIENDSTER INC,,,,
13084753,,,DOW ITALIA SRL,,,,
13173586,,,HEXION SPECIALTY CHEMICALS INC,,,,
10753880,,,SPECTRATECH INC,,,,
12528750,10/12/01,3445779,RAININ INSTRUMENT LLC,,,,
12799730,,,TESSERS INC,,,,
10098987,,,TOMOEGAWA PAPER CO,TOMOEGAWA PAPER CO LTD,TOMOGAWA PAPER CO LTD,TOMOEGAWA PAPER CO INC,TOMEGAWA PAPER CO LTD
13133409,12/4/00,3324227,DANANOMATERIALS LLC,,,,
10586289,,,UNIV OF BRITISH COLUMBIA,,,,
12973655,,,THOMSON LICENSING AA,,,,
12422885,,,ISOLA LAMINATE SYSTEMS CORP,ISELA LAMINATE SYSTEMS CORP,ISOLA LAMINATE SYSTEMS CORPORATION,,
12764112,6/30/10,4830361,BLUE HERON BIOTECHNOLOGY INC,,,,
13153487,5/1/78,853485,RENESAS TECHNOLOGIES CORP,RENESAS TECHONOLOGY CORP,RENESASTECHNOLOGY CORP,RENASAS TECHNOLOGY CORP,RENESES TECHNOLOGY CORP
13227524,,,VERNIER NETWORKS INC,,,,
12865086,,,PROTEIN SPECIALTIES LTD,,,,
12939733,4/22/03,3649814,BEN FRANKLIN PATENT HOLDINGS LLC,BEN FRANKLIN PATENT HOLDING LLC,,,
12754933,8/23/05,4019904,KASENNA INC,,,,
10810727,,,AARDVARK AUDIO INC,,,,
10800833,12/24/86,2112679,SHARPOINT LP,,,,
11167071,5/3/83,2007979,ENCORE COMPUTER CORPORATION,,,,
12065147,,,MYCONE DENTAL CORP,MYCONE DENTAL INC,,,
13108209,,,THERICS LLC,,,,
10449026,,,COLLAGEN CORPORATION,,,,
11145966,,,MICREL SEMICONDUCTOR,,,,
12956436,,,INNOVATIONS IN OPTICS INC,,,,
12714238,,,RHINO ANALYTICS LLC,,,,
13173442,6/25/12,C3483887,AFBS INC,,,,
11771135,,,ZYMEQUEST INC,,,,
12811941,,,CAMBRIDGE POLYMER GROUP INC,,,,
13179132,8/10/09,C3223142,SIEMENS CORP RESEARCH INC,SIEMENS CORPORATE RESEARCH INC,,,
11808200,9/23/88,2173420,SIEMENS AUTOMOTIVE S A,SIEMENS AUTOMOTIVE,SIEMENS AUTOMOTIVE SA,SIEMENS AUTOMOTIVES SA,
12910385,10/16/01,C2362345,FORECOURT COMMUNICATIONS GROUP,,,,
12979424,6/15/04,3816165,AVESO INC,,,,
12263775,6/7/01,3401158,ENFISH INC,,,,
13016962,,,SUN BIO INC,,,,
12310952,,,VALENT BIOSCIENCES CORP,VALENT BIOSCIENCES CORPORATION,VALANT BIOSCIENCES INC,,
12501975,3/22/99,C1938090,HYDRUS INC,,,,
12419732,7/17/00,C2081535,SEKIDENKO INC,,,,
12778204,9/1/00,3282745,ELPIDA MEMORY,ELPIDA MEMORY INC,,,
12988798,1/24/02,3483951,COVARO NETWORKS INC,,,,
12142929,5/18/00,3231406,ALCHEMIA INC,,,,
11803740,12/30/11,5042712,VELOCIDATA INC,,,,
12889178,9/24/79,879395,HITACHI DATA SYSTEMS CORPORATION,,,,
11724982,,,BAYER ANTWERPEN SANV,,,,
12495023,6/11/02,3535365,ENDOVASC LTD INC,,,,
12878399,4/12/00,3210393,STRATOS INTERNATIONAL INC,,,,
11787080,,,ZIBA DESIGN INC,,,,
10853974,2/3/04,3760120,ECC INTERNATINAL LTD,ECC INTERNATIONAL LIMITED,ECC INTERNATIONAL LTD,,
11093294,,,MURATA WIEDEMANN INC,,,,
12492232,,,PHARMARCOPEIA INC,,,,
12960891,,,ETHICEN INC,,,,
11824574,5/20/02,3527311,REMOTE SYSTEMS COMPANY LLC,,,,
12202057,,,STRASBAUGH,STRAS BAUGH,STRASBAUGH INC,STRAUSBAUGH,
13067587,,,SANIDOOR LLC,,,,
10801603,9/10/82,C1157411,OPTICAL DISC CORPORATION,,,,
12111147,,,ROHM ENZYME FINLAND OY,,,,
12428709,5/23/97,2755039,PRO DUCT HEALTH INC,,,,
12368994,,,DORSEY GAGE INC,,,,
12825161,2/11/00,3175843,APPLIED MINDS INC,,,,
13207535,12/15/03,3732883,CLICKFOX LLC,,,,
22587481,,,TOYODA JIDOSHA KABUSHIKI KAISHA,,,,
12817956,4/12/05,3954058,LUMINOUS NETWORKS INC,,,,
12163032,,,SCIMED SYSTEMS INC,,,,
11332039,4/14/88,2157743,SHAPCO INC,,,,
12718858,,,AT HOME LIQUIDATING TRUST,,,,
13092616,11/1/82,947273,SAFEVIEW INC,,,,
10936870,4/15/06,4139981,MITSUBISHI CHEMICAL CO,MITSUBISHI CEHMICAL CORPORATION,MITSUBISHI CHEMICAL CO LTD,MITSUBISHI CHEMICAL CORPORATION,MITSUBISHI CHEMICAL CORP
12142025,,,SMITH ET AL,,,,
11439578,10/31/95,2557413,BORDEN CHEMICAL INC,,,,
12362024,,,PHILADELPHIA HEALTH EDUCATION CORPORATION,PHILADELPHIA HEALTH AND EDUCATION CORPORATION,,,
12063132,,,AVID INDENTIFICATION SYSTEMS INC,AVID IDENTIFICATION SYSTEMS INC,,,
12032448,,,PROTEIN DESIGN LABS INC,,,,
11383326,,,SANDOZ AG,SANDOZ GMBH,,,
11908275,,,DALAL KANA FANI HIBRI,,,,
11558712,1/29/97,2708905,TSYSTEMS INTERNATIONAL INC,,,,
12841449,,,BRIDGEWAVE COMMUNICATIONS INC,,,,
12956272,,,PERSONNEL PROTECTION TECHNOLOTIES LLC,PERSONNEL PROTECTION TECHNOLOGIES LLC,,,
12470882,1/1/07,4274590,DISTINCTIVE APPLIANCES INC,,,,
12167996,,,PEARL I LLC,,,,
11756269,,,CHIRON CORPORATION,,,,
10383937,1/5/81,905774,EBARA COPORATION,EBARA CORP,EBARA CORPORATION,EBARA CORPORTION,EBAPA CORPORATION
12377915,6/21/96,2636823,PMD HOLDINGS CORP,,,,
11559720,10/27/87,2141987,NETWORK EXPRESS INC,,,,
12888171,8/30/00,3281621,XYTRANS INC,,,,
11382367,3/14/91,2257302,THE DELFIELD COMPANY,,,,
11869608,,,PD COOP INC,P D COOP INC,,,
12491411,,,PRINTPACK ILLINOIS INC,,,,
12895752,2/26/99,2991439,MEMSIC INC,,,,
12604547,9/10/96,2661077,PIXO INC,,,,
13195353,1/22/03,3617015,AMALFI SEMICONDUCTOR CORPORATION,,,,
10722499,7/21/80,896033,MINISCRIBE CORPORATION,,,,
13105850,5/5/88,2159954,SENSONIX INC,,,,
11668155,,,NTT MOBILE COMMUNCATIONS NETWORKS INC,NTT MOBILE COMMUNICATIONS NETWORK,NTT MOBILE COMMMUNICATIONS NETWORK INC,MOBILE COMMUNICATIONS NETWORK INC,NTT MOBILE COMUNICATIONS NETWORK INC
12631969,12/29/99,3151357,PORTALPLAYER INC,,,,
12746753,2/27/91,2255858,UNAXIS USA INC,,,,
12790464,1/26/05,C2725654,SPECTRAL DIMENSIONS INC,,,,
11361695,5/26/81,915015,IDEATECH INC,,,,
11740045,1/30/06,4101534,DIRECTED ENERGY INC,,,,
10506421,,,ALWIN MANUFACTURING CO INC,ALWIN MANUFACTURING CO,,,
11136860,9/7/90,2240626,MEDICAL DEVICE TECHNOLOGIES INC,,,,
12962175,5/27/05,C2749712,MOBILE DIGITAL MEDIA INC,,,,
12686480,12/18/00,3331184,HYDROCARBON TECHNOLOGIES INC,,,,
12544321,,,FORSKARPATENT I SYD,FORSKARPTENT I SYD AB,FORSKARPATENT 1 SYD AB,FORSKARPATENT I SYD AB,
11639992,1/17/96,2582895,MICRON ELECTRONICS,MICRON ELECTRONICS INC,MICRON ELECTONICS INC,MICRON ELETRONICS INC,
12142059,,,CONTINUM DYNAMICS INC,CONTINUUM DYNAMICS INC,,,
12390645,,,DYNAMIC SURGICAL INVENTIONS LLC,,,,
12798141,7/22/69,721616,UNISYSTEMS LLC,,,,
13156632,8/28/61,1008019,XEROX CORPORATIOIN,,,,
11814224,9/23/59,C0383360,K2 INC,,,,
12938614,10/7/04,3865190,AST SERVICES LLC,,,,
12378264,8/28/96,2657722,VOLTERRA SEMICONDUCTOR CORPORATION,VOLTERRA SEMICONDUCTOR INC,,,
10876612,,,UNILEVER PATENT HOLDINGS,UNILEVER PATENT HOLDINGS BV,UNILEVER PATENT HOLDING BV,UNILEVER PATENT,
13065313,9/23/03,3699963,ALARMCOM INC,,,,
13005657,10/26/00,3308029,BIOPROCESSORS CORP,,,,
12617675,,,FIBERMARK INC,,,,
11239956,,,FIATRONEPPENDORF INC,,,,
11656406,4/27/95,2502328,MEDJET INC,,,,
13077045,10/6/05,4017231,PLUROMED INC,,,,
13032079,5/15/72,C0651618,RADIANT OPTICS,,,,
12575140,12/29/98,2985923,ACMI CORPORATION,,,,
11810652,1/30/97,C2000378,TREX COMMUNICATIONS,TREX COMMUNICATIONS CORP,TREX COMMUNICATIONS CORPORATION,,
12507089,10/3/01,C2360758,TRINAPCO INC,,,,
12366759,7/6/04,3824837,CRAY INC,,,,
11534197,,,ATOHAAS BV,,,,
11587888,,,GELTEX INC,,,,
11127577,,,THOMA J LIPTON CO DIVISION OF CONOPCO INC,LIPTON,LIPTON DIVSION OF CONOPCO INC,THOMAS J LIPTON CO DIVISION OF CONOPCO INC,THOMAS J LIPTON CO
12698291,4/2/97,2736055,VIASYSTEMS INC,,,,
12328004,,,BEDSIDE REHABILITATION TECHNOLOGY INC,,,,
11958724,,,PELFREEZ,,,,
12629926,1/13/00,C2207556,SANTEL NETWORKS INC,,,,
11999929,,,VITUTSOM MEDICAL BU,,,,
12120637,,,SIGNETICS KP CO LTD,,,,
12736508,3/30/99,3023869,NORTEL NETWORKS LIMTIED,NORETL NETWORKS LIMITED,NORTEL NETWORK LIMITED,NORTAL NETWORKS LIMITED,NORTELNETWORKS LIMITED
12816347,6/13/02,3536610,ENVIROTECH MOLDED PRODUCTS INC,,,,
12185304,5/27/97,2755197,TERANEX INC,,,,
12807589,12/6/00,3325877,INFINERA CORPORATION,,,,
12166157,,,MEDTRONICS AVE INC,MEDTRONIC AVE,MEDTRONIC AVE INC,,
11828156,,,PRISM OPHTHALMICS LLC,PRISM OPTHALMICS LLC,,,
10793556,,,LASER THERAPEUTICS INC,,,,
11917807,,,ANORMED,ANORMED INC,,,
11197321,11/8/11,5062752,ACCOM,,,,
11613562,,,ZYLISS USA CORP,,,,
13159070,10/14/03,3715319,ALINA DESIGNS INC,,,,
11702828,6/9/97,2760171,APPLIED DIGITAL ACCESS,APPLIED DIGITAL ACCESS INC,,,
12841600,6/3/97,2757554,OMNIA COMMUNICATIONS INC,,,,
12486751,,,DIFFUSION DYNAMICS INC,,,,
11151237,,,PB DIAGNOSTIC SYSTEMS INC,,,,
11131734,3/19/86,2086149,SAMSONITE CORPORATION,,,,
11530569,4/23/80,C0957351,ORTEL CORPORATION,,,,
12981327,,,PUR WATER PURIFICATION PRODUCTS,,,,
